Name | Description | Default Value | Flags
r_citadel_shadow_caching |  | true | devonly, cl
r_citadel_shadow_quality | Shadow Quality | 1 | devonly, cl
r_citadel_shadowdb |  | 2048 | devonly, cl
r_citadel_ssao_quality |  | 3 | devonly, cl
r_citadel_ssao_thin_occluder_compensation |  | 0.5 | devonly, cl
r_citadel_sun_shadow_slope_scale_depth_bias |  | 3.54 | devonly, cl
r_citadel_upscaling |  | 4 | devonly, cl
r_citadel_use_exposure_control_in_panorama_scenes |  | false | devonly, cl
r_cubemap_debug_colors |  | 0 | cheat
r_cubemap_normalization |  | true | devonly, cl
r_dashboard_render_quality |  | true | devonly, cl
r_debug_draw_safe_area_insets | Render safe area insets as wireframe. | false | devonly
r_debug_precipitation | Show precipitation volumes | false | cl, cheat
r_depth_of_field |  | true | devonly, cl
r_directional_lightmaps |  | true | devonly
r_directlighting | Set to use direct lighting | true | cheat
r_distancefield_enable | Graphics/Enable Distance Field rendering | true | devonly, cl
r_dlss_preset |  | 5 | devonly
r_dof1_d0 |  | 0.2 | devonly, cl
r_dof1_d1 |  | 0.3 | devonly, cl
r_dof_override |  | false | cheat
r_dof_override_far_blurry |  | 2000 | cheat
r_dof_override_far_crisp |  | 180 | cheat
r_dof_override_near_blurry |  | -100 | cheat
r_dof_override_near_crisp |  | 0 | cheat
r_dof_override_ranges |  | 0 0 0 0 | devonly, cl
r_dof_override_tilt_to_ground |  | 0.5 | cheat
r_dopixelvisibility |  | true | cheat
r_draw3dskybox |  | true | devonly, cl
r_draw_first_tri_only |  | false | cheat
r_draw_instances |  | true | cheat
r_draw_overlays |  | true | devonly, cl
r_draw_particle_children_with_parents | Draw particle children with parents (-1=use gameinfo, 0=no, 1=yes) | -1 | cheat
r_drawblankworld | Render blank instead of the game world | false | cheat
r_drawdecals | Set to render decals | true | cheat
r_drawdevvisualizers | Render dev visualizers | false | cl, cheat
r_drawpanorama | Enable the rendering of panorama UI | true | cheat
r_drawparticles | SceneSystem/Particles/Draw Particles | true | cheat
r_drawpixelvisibility | Show the occlusion proxies | false | devonly
r_drawropes |  | true | cl, cheat
r_drawskybox | Render the 2d skybox. | true | cheat
r_drawtracers |  | true | cl, cheat
r_drawtracers_firstperson | Toggle visibility of first person weapon tracers | true | cl, a, release
r_drawviewmodel | Render view model | true | cl, cheat
r_drawworld | Render the world. | true | cheat
r_dx11_debug_clean | Aggressively unbind bound resources to cleanup DX11 debug warnings. | false | release
r_dx11_software_cmd_lists | Enable Software Command lists for DX11 (Avoid using deferred contexts) | true | devonly
r_effects_bloom |  | true | devonly, cl
r_enable_cubemap_fog | Citadel/Graphics/Fog/Enable Cubemap Fog | true | devonly, cl
r_enable_gradient_fog | Citadel/Graphics/Fog/Enable Gradient Fog | true | devonly, cl
r_enable_rigid_animation |  | false | devonly, cl
r_enable_volume_fog | Citadel/Graphics/Fog/Enable Volume Fog | true | devonly, cl
r_environment_map_roughness_range | Fade region for sampling environment maps on lightmapped nonmetals. Smoother values than the first param sample envmaps. Rougher values than the second sample only lightmap SH. r_environment_map_roughness_range 1 1 to always sample envmaps for comparison. | 0.2 0.3 | devonly, cl, cheat
r_experimental_lag_limiter |  | false | devonly
r_extra_render_frames |  | 0 | cheat
r_fallback_texture_lod_scale | Scale factor for requested texture size (texture streaming) - used for geo that doesn't have a precomputed UV density measure | 2 | cheat
r_farz | Override the far clipping plane. -1 means to use the value in env_fog_controller. | -1 | cl, cheat
r_flashlightambient |  | 0 | cl, cheat
r_flashlightbacktraceoffset |  | 0.4 | cl, cheat
r_flashlightbrightness |  | 1 | cl, rep, cheat
r_flashlightconstant |  | 0 | cl, rep, cheat
r_flashlightfar |  | 1500 | cl, rep, cheat
r_flashlightfov |  | 53 | cl, rep, cheat
r_flashlightladderdist |  | 40 | cl, cheat
r_flashlightlinear |  | 100 | cl, rep, cheat
r_flashlightlockposition |  | false | cl, cheat
r_flashlightmuzzleflashfov |  | 120 | cl, cheat
r_flashlightnear |  | 4 | cl, rep, cheat
r_flashlightnearoffsetscale |  | 1 | cl, cheat
r_flashlightoffsetforward |  | 0 | cl, rep, cheat
r_flashlightoffsetright |  | 5 | cl, rep, cheat
r_flashlightoffsetup |  | -5 | cl, rep, cheat
r_flashlightquadratic |  | 0 | cl, rep, cheat
r_flashlightshadowatten |  | 0.35 | cl, cheat
r_flashlighttracedistcutoff |  | 128 | cl, cheat
r_flashlighttracedistwatercutoff |  | 80 | cl, cheat
r_flashlightvisualizetrace |  | false | cl, cheat
r_flush_on_pooled_ib_resize |  | true | release
r_force_no_present | Force the render device to not present frames. | false | cheat
r_force_render_frame_count | The number of frames to render when a | 5 | devonly
r_force_thick_hair |  | false | devonly, cheat
r_force_zprepass | 0: Force z prepass off. 1: Force on. -1: Don't force | -1 | cheat
r_frame_sync_enable |  | true | devonly
r_freeze_sceneobjects |  | false | devonly, cl
r_freezeparticles | Pause particle simulation | false | cheat
r_fullscreen_gamma | Screen Gamma (only in fullscreen modes) | 2.2 | a
r_fullscreen_quad_single_triangle |  | true | devonly
r_grass_allow_flattening |  | false | devonly
r_grass_alpha_test |  | 0 | devonly
r_grass_density_mode | 0 = Density corresponds to blade existance, 1 = Density corresponds to blade height, 2 = Both 0 and 1 | 0 | devonly
r_grass_end_fade |  | 3000 | devonly
r_grass_max_brightness_change |  | 75 | devonly
r_grass_quality | 0 = Off, 1 = Low, 2 = Med, 3 = high, 4 = ultra | 2 | devonly
r_grass_start_fade |  | 2000 | devonly
r_grass_vertex_lighting |  | 0 | devonly
r_hair_ao |  | true | devonly
r_hair_debug_guides | 1: Highlight guide hairs, 2: draw only guide hairs | 0 | devonly, cheat
r_hair_indirect_transmittance |  | true | devonly
r_hair_meshshader |  | 0 | devonly
r_hair_shadowtile |  | true | devonly
r_hair_voxels |  | -1 | devonly, cheat
r_hair_wind_global_scale |  | 0.3 | devonly
r_hair_wind_min_noise_speed |  | 20 | devonly
r_hair_wind_motion_scale |  | 0.07 | devonly
r_hair_wind_noise |  | 0.2 | devonly
r_hair_wind_noise_occlusion |  | 1 | devonly
r_hair_wind_noise_size |  | 10 | devonly
r_hair_wind_occlusion |  | 2 | devonly
r_haircull_percent |  | -1 | devonly, cheat
r_hairsort |  | true | devonly, cheat
r_impacts_alt_orientation |  | true | devonly, cl
r_impacts_decal_grazing_incidence_cutoff |  | 0.55 | devonly, cl
r_impacts_decal_grazing_incidence_variance |  | 0.1 | devonly, cl
r_indirectlighting | Set to use indirect lighting | true | cheat
r_late_particle_job_sync |  | false | devonly, cl
r_legacy_vsync | Use legacy vsync mode -- for testing for a couple user machines. | false | devonly, hidden
r_light_probe_volume_debug_colors |  | false | cheat
r_light_probe_volume_debug_grid | Show LPV debug grid, 0: off, 1: closest only 2: closest and keep 3: all | 0 | cheat
r_light_probe_volume_debug_grid_albedo | albedo for LPV debug grid | 128 128 128 255 | cheat
r_light_probe_volume_debug_grid_bbox | Show LPV bounding box when debug grid is on, 0: off, 1: on | true | cheat
r_light_probe_volume_debug_grid_metalness | metalness for LPV debug grid | 0 | cheat
r_light_probe_volume_debug_grid_prim | 0: spheres, 1: cubes | 0 | cheat
r_light_probe_volume_debug_grid_roughness | roughness for LPV debug grid | 0.5 | cheat
r_light_probe_volume_debug_grid_samplesize | sphere radius (world) for LPV debug grid | 4 | cheat
r_light_sensitivity_mode |  | false | devonly, cl
r_lighting_only |  | false | devonly, cl
r_lightmap_bicubic_filtering |  | true | devonly, cl
r_lightmap_set | Lightmap set to use, only works on map load | lightmaps | cheat
r_lightmap_size | Maximum lightmap resolution. | 65536 | devonly
r_lightmap_size_directional_irradiance | Maximum lightmap resolution for directional_irradiance channel. -1 = use value of r_lightmap_size | -1 | devonly
r_limit_particle_job_duration |  | false | devonly
r_low_latency | NVIDIA Low Latency/AMD Anti-Lag 2 (0 = off, 1 = on, 2 = NV-only, on + boost) | 1 | devonly
r_low_latency_trigger_flash | NVIDIA Low Latency Trigger Flash | true | devonly
r_mapextents | Set the max dimension for the map.  This determines the far clipping plane | 16384 | cl, cheat
r_max_portal_render_targets |  | 2 | devonly, cl
r_max_texture_pool_size | Upper limit on texture pool size. | 0 | devonly
r_memory_aliasing | Allow disabling memory aliasing in the device memory pool.  This is just intended for testing/ruling out aliasing issues. | true | devonly
r_mipgen_compute_shader | Use compute shader for mipgen. | true | devonly
r_monitor_3dskybox |  | true | devonly, cl
r_morphing_enabled |  | true | cheat
r_multigpu_num_gpus_found |  | 1 | devonly
r_multigpu_num_gpus_used |  | 1 | devonly
r_multiscattering |  | true | devonly, cl
r_muzzleflashbrightness |  | 0.4 | cl, rep, cheat
r_muzzleflashlinear |  | 0.05 | cl, rep, cheat
r_nearz | Override the near clipping plane. -1 means use the default. | -1 | cl, cheat
r_opaque |  | true | devonly, cl
r_particle_allowprerender |  | true | devonly
r_particle_batch_collections |  | false | devonly
r_particle_cables_cast_shadows |  | true | devonly
r_particle_cables_culling |  | 1 | devonly
r_particle_cables_culling_bounds_scale |  | 1.2 | devonly
r_particle_cables_dynamic_roundness |  | false | devonly
r_particle_cables_dynamic_roundness_threshold |  | 20 | devonly
r_particle_cables_render |  | true | devonly
r_particle_cables_render_meshlets |  | true | devonly
r_particle_cables_visualize_roundness |  | false | devonly
r_particle_debug_filter | Limit debug visualizations to substring match of effect name |  | devonly
r_particle_debug_force_simulation | -1 for all asleep, 1 for all awake | 0 | devonly
r_particle_debug_randomseeds | Use random seeds in debug | false | devonly
r_particle_debug_show_attribute | Show specific attribute when debugging particle systems | -1 | devonly
r_particle_debug_show_control_points | Show all used controlpoints | false | devonly
r_particle_debug_show_rope_segments | Show rope segments when debugging particle systems - specify a number to isolate to that segment id | 0 | devonly
r_particle_debug_show_sort_position | Show the sorting position when debugging particle systems | false | devonly
r_particle_enable_fastpath |  | true | devonly
r_particle_explicit_fetch |  | false | devonly
r_particle_fixedrandomseeds | Use fixed seeds for easier debugging | false | devonly
r_particle_gpu_implicit |  | true | devonly
r_particle_gpu_implicit_cull_columns |  | true | devonly
r_particle_gpu_implicit_debug_bricks |  | false | devonly
r_particle_gpu_implicit_debug_stats |  | false | devonly
r_particle_gpu_implicit_debug_wireframe |  | false | devonly
r_particle_gpu_implicit_lds_cache |  | false | devonly
r_particle_max_detail_level | The maximum detail level of particle to create | 3 | devonly
r_particle_max_draw_distance | The maximum distance that particles will render | 1e+06 | cheat
r_particle_max_size_cull | Particle systems larger than this in every dimension skip culling to save CPU.  They will be drawn anyway. | 1200 | devonly
r_particle_max_texture_layers |  | -1 | devonly
r_particle_min_timestep | A minimum on particle simulation time, particle simulation happening more frequently than this will lerp. | 0 | devonly
r_particle_mixed_resolution_viewstart |  | 500 | devonly
r_particle_model_new |  | false | devonly
r_particle_model_new8 |  | true | devonly
r_particle_model_per_thread_count |  | 32 | devonly
r_particle_multiplier | Render each particle system N times for perf testing | 1 | cheat
r_particle_newinput | Enable input path in particle ops | false | devonly
r_particle_render_refreshes_sleep_timer | Disable to get a better look at what's happening offscreen | true | devonly
r_particle_render_test | render particles 100 times and show perf | false | devonly
r_particle_skip_postsim |  | false | devonly
r_particle_testbuffers |  | false | devonly
r_particle_timescale |  | 1 | devonly
r_particle_warn_threshold_ms | Threshold to warn about when rendering particles. | 0 | devonly
r_particles_memset_at_init | 0=don't clear particle attrs at init 1=clear to zero 2=clear to 0xdb -1=clear to zero at first sim | 1 | devonly
r_physics_particle_op_spawn_scale |  | 1 | devonly
r_pipeline_stats_command_flush | Experimental: Set to 1 to enable full GPU pipeline flushing after each command list. | false | devonly
r_pipeline_stats_flush_before_sleeping | Experimental: Set to 1 to enable GPU pipeline flushes right before the render thread sleeps to wait for more work. | false | devonly
r_pipeline_stats_present_flush | Experimental: Set to 1 to enable full GPU pipeline flushing after each present. | false | devonly
r_pipeline_stats_use_flush_api | Experimental: Set to 1 to use the ID3D11DeviceContext11::Flush() to flush the GPU pipeline instead of queries. | true | devonly
r_pixelvisibility_partial |  | true | cheat
r_pixelvisibility_spew |  | false | cheat
r_post_bloom |  | false | devonly, cl
r_post_bloom_strength |  | -1 | devonly, cl
r_postprocess_enable |  | true | devonly, cl
r_prefer_loop_unrolling | Prefer shader loop unrolling. | true | devonly
r_propsmaxdist | Maximum visible distance | 1200 | devonly, cl
r_render_deferred_opaque |  | true | devonly, cl
r_render_forward_opaque |  | true | devonly, cl
r_render_hair |  | true | devonly, cheat
r_render_portals |  | true | devonly, cl
r_render_to_cubemap_debug |  | false | devonly, cl
r_render_world_node_bounds | Render world node bounds | false | cheat
r_renderdoc_auto_shader_pdbs | Automatically generate shader debug info on capture | true | devonly
